;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
0;Apartamento;Ipanema;3;2;1;150;8000.0;2400.0;0.0
1;Apartamento;Jardim Botânico;3;2;3;250;8000.0;2350.0;850.0
2;Apartamento;Lagoa;4;3;1;165;8000.0;1810.0;520.0
3;Apartamento;Barra da Tijuca;3;2;1;130;8000.0;2600.0;700.0
4;Apartamento;Barra da Tijuca;4;3;2;460;8000.0;2500.0;1600.0
5;Apartamento;Barra da Tijuca;4;3;4;260;8000.0;2600.0;798.0
6;Apartamento;Ipanema;3;1;1;130;8000.0;1375.0;500.0
7;Apartamento;Leblon;3;2;1;160;8000.0;1483.0;537.0
8;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0
9;Apartamento;Botafogo;3;2;1;240;8000.0;2300.0;495.0
10;Apartamento;Barra da Tijuca;5;2;5;330;8000.0;2000.0;5000.0
11;Apartamento;Ipanema;3;1;1;145;8000.0;1510.0;588.0
12;Apartamento;Leblon;3;2;3;182;8000.0;2800.0;0.0
13;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2000.0;750.0
14;Apartamento;Barra da Tijuca;4;3;4;250;8000.0;3335.0;753.0
15;Apartamento;Barra da Tijuca;4;1;1;170;8000.0;1600.0;0.0
16;Apartamento;Barra da Tijuca;4;3;2;224;8000.0;3614.0;536.0
17;Apartamento;Copacabana;3;1;1;200;8000.0;2000.0;0.0
18;Apartamento;Barra da Tijuca;4;2;3;235;8000.0;2700.0;415.0
19;Apartamento;Jardim Botânico;4;2;2;241;8000.0;2203.0;997.0
20;Apartamento;Barra da Tijuca;4;3;4;250;8000.0;3300.0;0.0
21;Apartamento;Ipanema;2;1;1;112;8000.0;1350.0;0.0
22;Apartamento;Barra da Tijuca;2;2;1;115;8000.0;1800.0;0.0
23;Apartamento;Leblon;3;2;1;140;8000.0;2500.0;4400.0
24;Apartamento;Lagoa;4;1;1;312;8000.0;3160.0;1184.0
25;Apartamento;Leblon;3;2;1;130;8000.0;1700.0;600.0
26;Apartamento;Ipanema;2;1;1;97;8000.0;4700.0;4725.0
27;Apartamento;Barra da Tijuca;3;3;3;206;8000.0;3000.0;0.0
28;Apartamento;Barra da Tijuca;4;2;1;300;8000.0;3200.0;0.0
29;Apartamento;Leblon;4;3;1;1180;8000.0;1500.0;565.0
30;Apartamento;Leblon;2;1;2;162;8000.0;1136.0;519.0
31;Apartamento;Ipanema;3;1;1;137;8000.0;2200.0;450.0
32;Apartamento;Barra da Tijuca;4;2;3;170;8000.0;2000.0;0.0
33;Apartamento;Lagoa;4;3;1;165;8000.0;1721.0;480.0
34;Apartamento;Barra da Tijuca;4;4;4;360;8000.0;3200.0;2000.0
35;Apartamento;Copacabana;3;1;2;150;8000.0;1200.0;340.0
36;Apartamento;Copacabana;3;0;0;160;8000.0;500.0;150.0
37;Apartamento;Botafogo;4;2;1;160;8000.0;2200.0;398.0
38;Apartamento;Ipanema;3;2;1;163;8000.0;3400.0;640.0
39;Apartamento;Ipanema;2;1;1;90;8000.0;4000.0;800.0
40;Apartamento;Ipanema;2;1;2;115;8000.0;2520.0;777.0
41;Apartamento;Barra da Tijuca;3;2;2;200;8000.0;3246.0;0.0
42;Apartamento;Ipanema;4;2;1;270;8000.0;1471.0;593.0
43;Apartamento;Copacabana;4;1;1;380;8000.0;2092.0;0.0
44;Apartamento;Barra da Tijuca;4;3;1;180;8000.0;2400.0;6670.0
45;Apartamento;Barra da Tijuca;4;3;1;190;8000.0;2504.0;667.0
46;Apartamento;Ipanema;2;2;1;153;8000.0;1500.0;0.0
47;Apartamento;Ipanema;3;2;1;160;8000.0;2200.0;420.0
48;Apartamento;Lagoa;4;3;2;225;8000.0;4300.0;980.0
49;Apartamento;Barra da Tijuca;4;3;2;307;8000.0;2400.0;600.0
50;Apartamento;Leblon;2;1;1;110;8000.0;2300.0;282.0
51;Apartamento;Copacabana;3;3;2;207;8000.0;1500.0;620.0
52;Apartamento;Barra da Tijuca;4;3;4;240;8000.0;4877.0;1114.0
53;Apartamento;Leme;3;1;1;110;8000.0;650.0;2620.0
54;Apartamento;Flamengo;3;1;1;230;8000.0;1850.0;450.0
55;Apartamento;Leblon;4;3;4;340;8000.0;3400.0;0.0
56;Apartamento;Ipanema;5;1;3;330;8000.0;1600.0;140.0
57;Apartamento;Barra da Tijuca;3;3;2;255;8000.0;3900.0;0.0
58;Apartamento;Barra da Tijuca;4;3;2;243;8000.0;3100.0;680.0
59;Apartamento;Barra da Tijuca;4;4;4;370;8000.0;4200.0;0.0
60;Apartamento;Barra da Tijuca;4;3;4;262;8000.0;3375.0;693.0
61;Apartamento;Leblon;3;2;3;180;8000.0;3000.0;900.0
62;Apartamento;Leblon;3;1;1;125;8000.0;1900.0;0.0
63;Apartamento;Gávea;4;2;1;130;8000.0;1700.0;300.0
64;Apartamento;Leblon;2;1;2;150;8000.0;1200.0;500.0
65;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;650.0
66;Apartamento;Flamengo;3;1;1;250;8000.0;1600.0;729.0
67;Apartamento;Barra da Tijuca;4;3;4;250;8000.0;2850.0;750.0
68;Apartamento;Jardim Botânico;3;2;1;112;8000.0;1776.0;334.0
69;Apartamento;Ipanema;4;2;1;257;8000.0;2800.0;680.0
70;Apartamento;Leblon;3;1;1;188;8000.0;4500.0;620.0
71;Apartamento;Barra da Tijuca;3;2;1;235;8000.0;2782.0;745.0
72;Apartamento;Lagoa;4;4;2;401;8000.0;2211.0;1097.0
73;Apartamento;Jardim Botânico;4;3;1;165;8000.0;2000.0;512.0
74;Apartamento;Barra da Tijuca;4;3;2;320;8000.0;1700.0;904.0
75;Apartamento;Copacabana;4;1;4;240;8000.0;2500.0;600.0
76;Apartamento;Barra da Tijuca;4;3;1;180;8000.0;2400.0;0.0
77;Apartamento;Leblon;3;1;1;160;8000.0;1535.0;467.0
78;Apartamento;Barra da Tijuca;4;3;1;278;8000.0;3300.0;240.0
79;Apartamento;Leblon;4;3;1;170;8000.0;1495.0;564.0
80;Apartamento;Lagoa;4;2;1;150;8000.0;1750.0;3600.0
81;Apartamento;Ipanema;4;2;1;260;8000.0;2700.0;680.0
82;Apartamento;Ipanema;2;1;2;90;8000.0;3832.0;0.0
83;Apartamento;Copacabana;3;1;1;200;8000.0;2000.0;500.0
84;Apartamento;Barra da Tijuca;3;2;2;160;8000.0;2900.0;605.0
85;Apartamento;Recreio dos Bandeirantes;5;4;5;360;8000.0;750.0;9700.0
86;Apartamento;Ipanema;4;2;1;257;8000.0;2800.0;680.0
87;Apartamento;Barra da Tijuca;4;3;3;179;8000.0;2000.0;4464.0
88;Apartamento;Barra da Tijuca;3;3;3;230;8000.0;3900.0;6518.0
89;Apartamento;Ipanema;3;1;2;130;8000.0;2220.0;540.0
90;Apartamento;Copacabana;4;1;2;248;8000.0;2800.0;466.0
91;Apartamento;Lagoa;3;1;1;151;8000.0;1850.0;850.0
92;Apartamento;Leblon;3;2;1;260;8000.0;4000.0;0.0
93;Apartamento;Leblon;3;1;1;127;8000.0;1100.0;329.0
94;Apartamento;Flamengo;3;1;1;165;8000.0;1377.0;300.0
95;Apartamento;Leblon;3;2;1;260;8000.0;4300.0;1185.0
96;Apartamento;Lagoa;4;2;1;200;8000.0;2090.0;702.0
97;Apartamento;Ipanema;3;1;1;145;8000.0;1700.0;0.0
98;Apartamento;Copacabana;4;1;1;240;8000.0;2400.0;650.0
99;Apartamento;Lagoa;4;2;1;180;8000.0;2000.0;1000.0
100;Apartamento;Copacabana;4;0;4;150;8000.0;1368.0;200.0
101;Apartamento;Ipanema;2;2;1;153;8000.0;1321.0;278.0
102;Apartamento;Barra da Tijuca;3;3;2;214;8000.0;2500.0;0.0
103;Apartamento;Barra da Tijuca;3;2;2;200;8000.0;2800.0;0.0
104;Apartamento;São Conrado;3;2;3;196;8000.0;2874.0;1048.0
105;Apartamento;Leblon;2;1;2;150;8000.0;1160.0;500.0
106;Apartamento;Ipanema;3;4;0;120;8000.0;4000.0;850.0
107;Apartamento;Barra da Tijuca;3;2;1;185;8000.0;2112.0;929.0
108;Apartamento;Ipanema;2;2;1;170;8000.0;1400.0;355.0
109;Apartamento;Ipanema;3;1;1;145;8000.0;1550.0;438.0
110;Apartamento;Barra da Tijuca;4;3;4;200;8000.0;4300.0;0.0
111;Apartamento;Barra da Tijuca;3;4;2;270;8000.0;1450.0;550.0
112;Apartamento;Copacabana;4;3;2;200;8000.0;2700.0;600.0
113;Apartamento;Barra da Tijuca;4;4;4;225;8000.0;4400.0;990.0
114;Apartamento;Barra da Tijuca;3;2;1;110;8000.0;2700.0;600.0
115;Apartamento;Ipanema;3;1;1;160;8000.0;1600.0;480.0
116;Apartamento;São Conrado;3;3;1;360;8000.0;9500.0;176.0
117;Apartamento;Copacabana;2;4;2;185;8000.0;2600.0;690.0
118;Apartamento;Barra da Tijuca;4;3;1;180;8000.0;2720.0;0.0
119;Apartamento;Lagoa;4;1;1;312;8000.0;3059.0;1340.0
120;Apartamento;Leme;4;0;3;120;8000.0;1481.0;1600.0
121;Apartamento;Leblon;2;0;2;180;8000.0;1200.0;500.0
122;Apartamento;Urca;2;0;1;160;8000.0;1970.0;0.0
123;Apartamento;Copacabana;2;0;1;200;8000.0;1500.0;0.0
124;Apartamento;Copacabana;4;4;2;190;8000.0;2600.0;610.0
125;Casa;Copacabana;3;1;2;150;8000.0;0.0;99.0
126;Casa;Vargem Grande;5;3;2;759;8000.0;700.0;400.0
127;Casa;Recreio dos Bandeirantes;7;6;4;587;8000.0;0.0;0.0
128;Casa;Taquara;4;2;1;550;8000.0;0.0;0.0
129;Casa;Barra da Tijuca;5;4;2;600;8000.0;0.0;0.0
130;Apartamento;Ipanema;4;2;1;257;8000.0;2800.0;680.0
131;Apartamento;Barra da Tijuca;4;2;4;240;8000.0;4500.0;1000.0
132;Apartamento;Lagoa;4;3;1;165;8000.0;1600.0;573.0
133;Apartamento;Ipanema;4;2;1;257;8000.0;2800.0;680.0
134;Apartamento;Botafogo;3;2;0;263;8000.0;1815.0;0.0
135;Apartamento;Ipanema;4;1;3;200;8000.0;2400.0;370.0
136;Apartamento;Barra da Tijuca;3;3;3;225;8000.0;2700.0;400.0
137;Apartamento;Leblon;3;1;0;240;8000.0;2000.0;500.0
138;Apartamento;Leblon;3;1;1;150;8000.0;1540.0;6000.0
139;Apartamento;Copacabana;3;3;3;220;8000.0;2200.0;350.0
140;Apartamento;Barra da Tijuca;4;3;4;294;8000.0;3263.0;687.0
141;Apartamento;Copacabana;3;1;2;225;8000.0;2150.0;0.0
142;Apartamento;Barra da Tijuca;4;3;4;230;8000.0;1902.0;378.0
143;Apartamento;Lagoa;4;3;1;160;8000.0;1780.0;520.0
144;Apartamento;Ipanema;4;1;0;200;8000.0;2500.0;300.0
145;Apartamento;Copacabana;4;2;2;230;8000.0;4000.0;400.0
146;Apartamento;Leblon;2;2;1;160;8000.0;2500.0;0.0
147;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0
148;Apartamento;Ipanema;4;1;3;200;8000.0;2400.0;480.0
149;Apartamento;Barra da Tijuca;4;3;3;160;8000.0;2100.0;345.0
150;Apartamento;Ipanema;3;1;1;145;8000.0;1800.0;400.0
151;Apartamento;Ipanema;4;1;0;150;8000.0;1500.0;261.0
152;Casa;Humaitá;4;2;2;430;8000.0;0.0;0.0
153;Apartamento;Barra da Tijuca;3;2;1;150;8000.0;1200.0;400.0
154;Casa;Recreio dos Bandeirantes;5;3;2;310;8000.0;980.0;350.0
155;Casa;Recreio dos Bandeirantes;3;20;1;100;8000.0;0.0;0.0
156;Casa de Condomínio;Recreio dos Bandeirantes;4;6;4;600;8000.0;1800.0;3600.0
157;Casa de Condomínio;Humaitá;6;2;2;450;8000.0;0.0;0.0
158;Casa de Condomínio;Barra da Tijuca;5;2;1;480;8000.0;1350.0;1360.0
159;Casa de Condomínio;Barra da Tijuca;4;4;1;400;8000.0;800.0;0.0
160;Casa de Condomínio;Barra da Tijuca;4;1;2;247;8000.0;1500.0;680.0
161;Casa de Condomínio;Recreio dos Bandeirantes;4;3;2;340;8000.0;960.0;4250.0
162;Casa de Condomínio;Barra da Tijuca;3;2;3;349;8000.0;850.0;583.0
163;Casa de Condomínio;Recreio dos Bandeirantes;4;3;2;340;8000.0;960.0;4250.0
164;Casa de Condomínio;Barra da Tijuca;4;8;4;423;8000.0;1000.0;1200.0
165;Casa de Condomínio;Barra da Tijuca;4;3;4;315;8000.0;1082.0;820.0
166;Casa de Condomínio;Barra da Tijuca;4;3;2;260;8000.0;900.0;530.0
167;Casa de Condomínio;Barra da Tijuca;5;3;2;480;8000.0;800.0;700.0
168;Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;325;8000.0;850.0;500.0
169;Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;250;8000.0;1800.0;3600.0
170;Casa de Condomínio;Vargem Grande;3;2;3;350;8000.0;1300.0;0.0
171;Casa de Condomínio;Copacabana;3;1;2;130;8000.0;0.0;80.0
172;Casa de Condomínio;Recreio dos Bandeirantes;4;4;3;550;8000.0;900.0;600.0
173;Casa de Condomínio;Vargem Grande;5;6;5;304;8000.0;1680.0;2105.0
174;Casa de Condomínio;Recreio dos Bandeirantes;4;3;2;630;8000.0;945.0;530.0
175;Casa;Recreio dos Bandeirantes;3;30;0;600;8000.0;0.0;280.0
176;Casa;Itanhangá;4;2;1;450;8000.0;0.0;937.0
177;Casa;Santa Teresa;5;4;0;380;8000.0;0.0;269.0
178;Casa;Itanhangá;4;2;2;535;8000.0;1340.0;967.0
179;Casa;Barra da Tijuca;4;2;2;332;8000.0;510.0;638.0
180;Casa;Gávea;5;1;1;330;8000.0;0.0;611.0
181;Casa;Campo Grande;4;1;1;150;8000.0;0.0;0.0
182;Casa;Recreio dos Bandeirantes;4;3;1;298;8000.0;0.0;3208.0
183;Casa;Barra da Tijuca;4;2;4;250;8000.0;1800.0;360.0
184;Apartamento;Flamengo;4;1;1;320;8000.0;1500.0;0.0
185;Apartamento;Barra da Tijuca;3;2;3;131;8000.0;2800.0;650.0
186;Apartamento;Leblon;3;1;1;170;8000.0;2800.0;586.0
187;Apartamento;Barra da Tijuca;4;3;4;239;8000.0;4500.0;0.0
188;Apartamento;Ipanema;4;2;0;257;8000.0;2800.0;680.0
189;Apartamento;Lagoa;4;2;1;348;8000.0;3124.0;10400.0
190;Apartamento;Barra da Tijuca;4;6;3;400;8000.0;5700.0;2000.0
191;Apartamento;Barra da Tijuca;3;2;1;230;8000.0;3200.0;860.0
192;Apartamento;Barra da Tijuca;4;3;2;420;8000.0;3400.0;1400.0
193;Apartamento;Copacabana;2;4;2;185;8000.0;2600.0;611.0
194;Apartamento;Leblon;3;3;1;170;8000.0;1500.0;565.0
195;Apartamento;Lagoa;4;2;1;200;8000.0;1815.0;7500.0
196;Apartamento;Barra da Tijuca;4;4;4;310;8000.0;2150.0;0.0
197;Apartamento;Barra da Tijuca;3;3;3;175;8000.0;3800.0;9850.0
198;Apartamento;Ipanema;3;1;1;140;8000.0;1750.0;440.0
199;Apartamento;Flamengo;4;1;1;270;8000.0;1550.0;660.0
200;Apartamento;Copacabana;3;1;3;130;8000.0;1179.0;190.0
201;Apartamento;Ipanema;3;2;1;160;8000.0;2200.0;0.0
202;Apartamento;Barra da Tijuca;3;1;2;120;8000.0;1840.0;0.0
203;Apartamento;Ipanema;4;1;3;200;8000.0;2500.0;480.0
204;Apartamento;Barra da Tijuca;3;2;3;180;8000.0;2570.0;470.0
205;Apartamento;Ipanema;4;2;1;180;8000.0;1800.0;585.0
206;Apartamento;Ipanema;2;1;2;105;8000.0;4000.0;412.0
207;Apartamento;Copacabana;3;1;1;100;8000.0;1050.0;320.0
208;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2300.0;0.0
209;Apartamento;Barra da Tijuca;4;3;1;179;8000.0;3195.0;970.0
210;Apartamento;Leblon;4;2;1;145;8000.0;2200.0;475.0
211;Apartamento;Barra da Tijuca;3;2;1;106;8000.0;2700.0;600.0
212;Apartamento;Leblon;4;3;2;180;8000.0;1995.0;0.0
213;Apartamento;Barra da Tijuca;4;3;4;234;8000.0;2885.0;625.0
214;Apartamento;Copacabana;3;2;1;220;8000.0;1900.0;5200.0
215;Apartamento;Copacabana;3;0;0;110;8000.0;850.0;220.0
216;Apartamento;Arpoador;2;4;2;180;8000.0;2600.0;611.0
217;Apartamento;Ipanema;3;2;1;150;8000.0;2200.0;390.0
218;Apartamento;Ipanema;3;1;1;140;8000.0;930.0;1460.0
219;Apartamento;Lagoa;3;2;2;203;8000.0;1925.0;940.0
220;Apartamento;Copacabana;3;1;1;171;8000.0;1374.0;537.0
221;Apartamento;Ipanema;4;2;2;257;8000.0;2700.0;680.0
222;Apartamento;Barra da Tijuca;4;5;3;368;8000.0;5700.0;2100.0
223;Apartamento;Ipanema;2;1;2;115;8000.0;2154.0;387.0
224;Apartamento;Ipanema;2;1;1;80;8000.0;2613.0;570.0
225;Apartamento;Leblon;2;1;2;140;8000.0;1500.0;650.0
226;Apartamento;Recreio dos Bandeirantes;4;4;4;560;8000.0;1620.0;0.0
227;Apartamento;Barra da Tijuca;4;3;1;160;8000.0;2434.0;800.0
228;Apartamento;Barra da Tijuca;4;3;3;162;8000.0;2300.0;3000.0
229;Apartamento;Leblon;2;1;1;110;8000.0;2300.0;397.0
230;Apartamento;Leblon;4;1;2;214;8000.0;1980.0;490.0
231;Apartamento;Copacabana;3;1;3;270;8000.0;2000.0;524.0
232;Apartamento;Recreio dos Bandeirantes;4;4;3;250;8000.0;2780.0;0.0
233;Apartamento;Barra da Tijuca;4;3;4;340;8000.0;3547.0;10000.0
234;Apartamento;Leblon;4;2;1;200;8000.0;1780.0;654.0
235;Apartamento;Barra da Tijuca;4;2;2;150;8000.0;2024.0;888.0
236;Apartamento;Copacabana;3;1;1;100;8000.0;1050.0;0.0
237;Apartamento;Leme;3;1;1;150;8000.0;1500.0;600.0
238;Apartamento;Urca;2;0;1;164;8000.0;1970.0;372.0
239;Apartamento;Ipanema;2;1;1;100;8000.0;4100.0;500.0
240;Apartamento;Lagoa;4;4;2;401;8000.0;2211.0;1097.0
241;Apartamento;Barra da Tijuca;4;2;1;180;8000.0;2400.0;667.0
242;Apartamento;Leblon;3;1;1;200;8000.0;4500.0;0.0
243;Apartamento;Flamengo;3;1;1;250;8000.0;2000.0;580.0
244;Apartamento;Copacabana;4;1;2;225;8000.0;1900.0;0.0
245;Apartamento;Laranjeiras;4;1;2;280;8000.0;1870.0;557.0
246;Apartamento;Barra da Tijuca;4;3;4;240;8000.0;4273.0;1051.0
247;Apartamento;Copacabana;3;2;1;170;8000.0;1900.0;500.0
248;Apartamento;Flamengo;3;1;1;160;8000.0;1600.0;250.0
249;Apartamento;Lagoa;3;2;1;340;8000.0;3200.0;1250.0
250;Apartamento;Leblon;3;2;1;200;8000.0;3300.0;839.0
251;Apartamento;Barra da Tijuca;3;0;2;180;8000.0;1700.0;0.0
252;Apartamento;Leblon;2;1;2;150;8000.0;1136.0;519.0
253;Apartamento;Ipanema;1;8;1;97;8000.0;1800.0;250.0
254;Apartamento;Ipanema;3;1;1;150;8000.0;2050.0;438.0
255;Apartamento;Barra da Tijuca;4;4;3;420;8000.0;5700.0;2000.0
256;Apartamento;Barra da Tijuca;3;3;1;270;8000.0;3000.0;530.0
257;Apartamento;Leblon;2;2;1;160;8000.0;2550.0;571.0
258;Apartamento;Barra da Tijuca;4;3;2;420;8000.0;2700.0;0.0
259;Apartamento;Gávea;3;1;1;160;8000.0;2000.0;0.0
260;Apartamento;Copacabana;2;0;1;167;8000.0;2785.0;3431.0
261;Apartamento;Ipanema;3;1;1;145;8000.0;14768.0;4394.0
262;Apartamento;Leblon;3;2;1;170;8000.0;2000.0;450.0
263;Apartamento;Leblon;3;3;1;208;8000.0;1700.0;965.0
264;Apartamento;Barra da Tijuca;5;3;3;450;8000.0;2600.0;1250.0
265;Apartamento;Copacabana;4;1;1;274;8000.0;1746.0;7077.0
266;Apartamento;Barra de Guaratiba;3;2;1;190;8000.0;2250.0;600.0
267;Apartamento;Lagoa;3;1;1;120;8000.0;1900.0;435.0
268;Apartamento;Ipanema;3;1;1;263;8000.0;3500.0;899.0
269;Apartamento;Leblon;4;3;1;160;8000.0;1500.0;564.0
270;Apartamento;Copacabana;3;1;1;110;8000.0;1100.0;390.0
271;Apartamento;Leblon;4;3;1;170;8000.0;1495.0;564.0
272;Apartamento;Leme;2;2;1;181;8000.0;1800.0;674.0
273;Apartamento;Ipanema;3;1;2;170;8000.0;1900.0;0.0
274;Apartamento;Ipanema;3;1;1;140;8000.0;2636.0;139.0
275;Apartamento;Copacabana;3;1;1;100;8000.0;1050.0;340.0
276;Apartamento;Leblon;3;2;1;170;8000.0;2790.0;640.0
277;Apartamento;São Conrado;3;0;3;200;8000.0;2600.0;1000.0
278;Apartamento;Leblon;3;2;1;150;8000.0;2360.0;597.0
279;Apartamento;Barra da Tijuca;4;2;2;280;8000.0;2990.0;560.0
280;Apartamento;Ipanema;3;1;0;130;8000.0;2000.0;480.0
281;Apartamento;Ipanema;4;2;1;200;8000.0;1650.0;750.0
282;Apartamento;Copacabana;3;1;0;290;8000.0;2032.0;7000.0
283;Apartamento;Barra da Tijuca;4;3;4;206;8000.0;2700.0;4500.0
284;Apartamento;Leblon;3;1;1;123;8000.0;1800.0;419.0
285;Apartamento;Ipanema;4;2;1;222;8000.0;2600.0;721.0
286;Apartamento;Barra da Tijuca;4;3;1;180;8000.0;2400.0;667.0
287;Apartamento;Barra da Tijuca;3;3;3;268;8000.0;3300.0;689.0
288;Apartamento;Ipanema;2;1;1;78;8000.0;3300.0;570.0
289;Apartamento;Ipanema;4;1;2;200;8000.0;2500.0;0.0
290;Apartamento;Barra da Tijuca;4;2;2;246;8000.0;1800.0;450.0
291;Apartamento;Leblon;4;3;1;180;8000.0;1800.0;500.0
292;Apartamento;Barra da Tijuca;4;4;4;310;8000.0;2160.0;1038.0
293;Apartamento;Leblon;2;2;2;132;8000.0;2328.0;782.0
294;Apartamento;Ipanema;2;1;1;85;8000.0;3700.0;300.0
295;Apartamento;Leblon;3;1;1;124;8000.0;2055.0;462.0
296;Apartamento;Barra da Tijuca;4;2;1;160;8000.0;1795.0;636.0
297;Apartamento;Barra da Tijuca;4;2;4;230;8000.0;2800.0;430.0
298;Apartamento;Barra da Tijuca;4;4;4;310;8000.0;2150.0;1038.0
299;Apartamento;Flamengo;4;1;1;270;8000.0;1550.0;0.0
300;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;1790.0;686.0
301;Apartamento;Copacabana;4;4;2;200;8000.0;2900.0;745.0
302;Apartamento;Ipanema;3;2;2;150;8000.0;2023.0;535.0
303;Apartamento;Barra da Tijuca;3;3;3;170;8000.0;2300.0;4600.0
304;Apartamento;Ipanema;2;2;2;82;8000.0;3570.0;5992.0
305;Apartamento;Barra da Tijuca;3;3;3;300;8000.0;2287.0;1230.0
306;Apartamento;Lagoa;4;2;2;344;8000.0;3200.0;1258.0
307;Apartamento;Leme;3;1;1;175;8000.0;1380.0;0.0
308;Apartamento;Ipanema;3;1;1;151;8000.0;1550.0;458.0
309;Apartamento;Ipanema;3;1;2;90;8000.0;700.0;0.0
310;Apartamento;Arpoador;3;4;2;200;8000.0;2900.0;0.0
311;Apartamento;Barra da Tijuca;4;3;3;222;8000.0;2700.0;4390.0
312;Apartamento;Ipanema;3;1;1;180;8000.0;2760.0;465.0
313;Apartamento;Ipanema;3;1;1;108;8000.0;1352.0;350.0
314;Apartamento;Copacabana;3;1;1;280;8000.0;1200.0;400.0
315;Apartamento;Copacabana;4;1;4;240;8000.0;2500.0;500.0
316;Apartamento;Barra da Tijuca;4;3;4;192;8000.0;2100.0;3200.0
317;Apartamento;Ipanema;2;2;1;130;8000.0;2000.0;660.0
318;Apartamento;Ipanema;3;1;1;140;8000.0;1550.0;438.0
319;Apartamento;Leme;3;1;0;200;8000.0;2300.0;510.0
320;Apartamento;Ipanema;3;1;1;145;8000.0;1600.0;430.0
321;Apartamento;Copacabana;3;1;1;257;8000.0;1848.0;709.0
322;Apartamento;Barra da Tijuca;4;4;4;360;8000.0;3200.0;2000.0
323;Apartamento;Ipanema;4;1;1;141;8000.0;1500.0;0.0
324;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0
325;Apartamento;Barra da Tijuca;3;3;1;175;8000.0;1400.0;3800.0
326;Apartamento;Lagoa;3;2;1;120;8000.0;1660.0;383.0
327;Apartamento;Barra da Tijuca;4;3;2;361;8000.0;3068.0;0.0
328;Apartamento;Ipanema;3;2;1;170;8000.0;2000.0;532.0
329;Apartamento;Lagoa;3;0;1;140;8000.0;1564.0;430.0
330;Apartamento;Barra da Tijuca;4;3;1;180;8000.0;2300.0;700.0
331;Apartamento;Copacabana;4;0;1;250;8000.0;996.0;0.0
332;Apartamento;Ipanema;3;1;2;135;8000.0;1920.0;2150.0
333;Apartamento;Humaitá;4;3;2;215;8000.0;2900.0;750.0
334;Apartamento;Ipanema;4;3;1;180;8000.0;1800.0;600.0
335;Apartamento;Barra da Tijuca;4;3;4;260;8000.0;3100.0;0.0
336;Apartamento;Barra da Tijuca;4;3;4;260;8000.0;3200.0;6400.0
337;Apartamento;Leblon;2;1;1;80;8000.0;2279.0;0.0
338;Apartamento;Flamengo;3;1;1;137;8000.0;1945.0;0.0
339;Apartamento;Barra da Tijuca;4;3;1;180;8000.0;2400.0;667.0
340;Casa de Condomínio;Barra da Tijuca;4;5;4;325;8009.0;600.0;0.0
341;Casa de Condomínio;Barra da Tijuca;4;3;2;440;8100.0;900.0;600.0
342;Apartamento;Barra da Tijuca;4;3;4;237;8100.0;3500.0;400.0
343;Apartamento;Barra da Tijuca;4;3;4;256;8200.0;2900.0;0.0
344;Apartamento;Copacabana;4;1;1;200;8200.0;1000.0;400.0
345;Apartamento;Barra da Tijuca;3;2;1;300;8200.0;3700.0;1360.0
346;Apartamento;Ipanema;3;1;1;140;8200.0;2900.0;0.0
347;Casa;Barra da Tijuca;5;5;0;341;8200.0;0.0;794.0
348;Apartamento;Leblon;4;1;2;214;8300.0;1936.0;48.0
349;Apartamento;Ipanema;2;1;2;90;8300.0;3300.0;0.0
350;Apartamento;Leblon;3;1;1;120;8300.0;1990.0;284.0
351;Apartamento;Ipanema;2;1;2;95;8300.0;3280.0;0.0
352;Apartamento;Barra da Tijuca;4;4;4;276;8300.0;1550.0;0.0
353;Casa;Glória;5;0;3;265;8400.0;0.0;0.0
354;Casa de Condomínio;Barra da Tijuca;5;4;2;360;8400.0;500.0;8000.0
355;Apartamento;Barra da Tijuca;3;3;2;270;8400.0;2500.0;600.0
356;Apartamento;Ipanema;3;1;1;165;8400.0;1900.0;400.0
357;Apartamento;Leblon;3;2;1;180;8400.0;2400.0;439.0
358;Apartamento;Botafogo;4;0;2;240;8400.0;2000.0;400.0
359;Apartamento;Barra da Tijuca;4;4;3;220;8440.0;960.0;600.0
360;Apartamento;Barra da Tijuca;4;3;3;160;8450.0;2300.0;400.0
361;Casa;Barra da Tijuca;5;3;3;400;8450.0;790.0;600.0
362;Apartamento;Barra da Tijuca;4;3;2;240;8490.0;2750.0;550.0
363;Apartamento;Copacabana;3;1;0;189;8499.0;1600.0;520.0
364;Apartamento;Copacabana;4;1;1;200;8500.0;2200.0;2500.0
365;Apartamento;Ipanema;3;1;1;145;8500.0;2050.0;438.0
366;Apartamento;São Conrado;4;3;1;260;8500.0;3650.0;1170.0
367;Apartamento;Lagoa;4;2;1;255;8500.0;2529.0;490.0
368;Apartamento;Barra da Tijuca;4;1;3;160;8500.0;2300.0;345.0
369;Apartamento;Leblon;3;1;1;155;8500.0;1500.0;500.0
